stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_desc,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
NBRK_2,NBRK_2,South Entrance / Exit,37.87385096,-122.283518,79542,South Entrance / Exit,,2,904309,,,
BERY_3,BERY_3,South Entrance / Exit,37.3682021,-121.8745566,79542,South Entrance / Exit,,2,909509,,,
902701,902701,South Hayward,37.634328,-122.057233,79548,,,0,902709,,,1
902702,902702,South Hayward,37.634363,-122.057158,79548,,,0,902709,,,2
902709,902709,South Hayward,37.63434,-122.057182,79548,,,1,,,,
906201,906201,South San Francisco,37.664437,-122.444254,79588,,,0,906209,,,1
906202,906202,South San Francisco,37.664497,-122.444193,79588,,,0,906209,,,2
906209,906209,South San Francisco,37.664462,-122.444211,79588,,,1,,,,
WOAK_2,WOAK_2,South Station Entrance / Exit,37.80489075,-122.2953887,79542,South Station Entrance / Exit,,2,901109,,,
WARM_2,WARM_2,Station Elevator Entrance / Exit,37.50209781,-121.9388861,79542,Station Elevator Entrance / Exit,,2,909209,,,
FRMT_3,FRMT_3,Station Entrance / Exit,37.55763262,-121.9764599,79542,Station Entrance / Exit,,2,902909,,,
WDUB_2,WDUB_2,Stone Ridge Mall Rd. Entrance / Exit,37.69965853,-121.9283158,79542,Stone Ridge Mall Rd. Entrance / Exit,,2,905209,,,
902802,902802,Union City,37.590765,-122.01723,79549,,,0,902809,,,2
902809,902809,Union City,37.590735,-122.017248,79549,,,1,,,,
902801,902801,Union City,37.590714,-122.017292,79549,,,0,902809,,,1
903401,903401,Walnut Creek,37.90578,-122.067302,79554,,,0,903409,,,1
903402,903402,Walnut Creek,37.905812,-122.067379,79554,,,0,903409,,,2
903409,903409,Walnut Creek,37.905791,-122.067327,79554,,,1,,,,
909209,909209,Warm Springs / South Fremont,37.502285,-121.939395,79584,,,1,,,,
909202,909202,Warm Springs / South Fremont,37.502307,-121.939358,79584,,,0,909209,,,2
909201,909201,Warm Springs / South Fremont,37.502274,-121.939459,79584,,,0,909209,,,1
PLZA_1,PLZA_1,West Concourse Central Entrance / Exit,37.9026628,-122.2991376,79542,West Concourse Central Entrance / Exit,,2,904409,,,
CONC_1,CONC_1,West Concourse Entrance / Exit,37.97360573,-122.0294061,79542,West Concourse Entrance / Exit,,2,903609,,,
DELN_1,DELN_1,West Concourse Entrance / Exit,37.92526721,-122.3171462,79542,West Concourse Entrance / Exit,,2,904509,,,
ROCK_1,ROCK_1,West Concourse Entrance / Exit,37.84445828,-122.2520238,79542,West Concourse Entrance / Exit,,2,903109,,,
SSAN_2,SSAN_2,West Concourse Entrance / Exit,37.66409705,-122.4440629,79542,West Concourse Entrance / Exit,,2,906209,,,
905201,905201,West Dublin / Pleasanton,37.699693,-121.92828,79566,,,0,905209,,,1
905209,905209,West Dublin / Pleasanton,37.699721,-121.928277,79566,,,1,,,,
905202,905202,West Dublin / Pleasanton,37.69976,-121.928301,79566,,,0,905209,,,2
BAYF_2,BAYF_2,West Entrance / Exit,37.69687317,-122.1269896,79542,West Entrance / Exit,,2,902509,,,
SANL_1,SANL_1,West Entrance / Exit,37.72144327,-122.160625,79542,West Entrance / Exit,,2,902409,,,
COLM_1,COLM_1,West Entrance / Exit to Parking Garage,37.68447619,-122.4663618,79542,West Entrance / Exit to Parking Garage,,2,906109,,,
901102,901102,West Oakland,37.804862,-122.295185,79568,,,0,901109,,,2
901101,901101,West Oakland,37.804923,-122.295144,79568,,,0,901109,,,1
901109,901109,West Oakland,37.804888,-122.295151,79568,,,1,,,,
FRMT_2,FRMT_2,West Plaza Entrance / Exit,37.55740196,-121.9767141,79542,West Plaza Entrance / Exit,,2,902909,,,
MLPT_1,MLPT_1,West Station Entrance / Exit,37.40995633,-121.8912231,79542,West Station Entrance / Exit,,2,909409,,,
